epoch,train_loss,train_acc,val_acc,val_macro_f1,val_obf_recall,val_fpr,lr
1.0,0.6181273156312795,0.784,0.8989663221073692,0.8975018769948915,0.8080808080808081,0.10009813542688911,0.0009993147673772868
2.0,0.42763965738736665,0.8886153846153846,0.916972324108036,0.9159857928094652,0.8444444444444444,0.08537782139352307,0.0009972609476841365
3.0,0.38935742255357597,0.9075384615384615,0.924974991663888,0.9242863861283536,0.8676767676767677,0.08537782139352307,0.0009938441702975688
4.0,0.36277687331346364,0.918,0.9336445481827276,0.9331973702321044,0.8919191919191919,0.0873405299313052,0.0009890738003669028
5.0,0.35119382827098555,0.9227692307692308,0.9333111037012337,0.9329842828605405,0.9,0.09519136408243375,0.0009829629131445341
6.0,0.3395082124563364,0.9322307692307692,0.9399799933311104,0.9396054926565481,0.9,0.0775269872423945,0.0009755282581475769
7.0,0.3305263829047863,0.933923076923077,0.9416472157385796,0.9413768329892184,0.9090909090909091,0.07850834151128558,0.0009667902132486009
8.0,0.326603583079118,0.938076923076923,0.9419806602200733,0.9415970354332335,0.902020202020202,0.07262021589793916,0.0009567727288213005
9.0,0.3211009002832266,0.9361538461538461,0.9459819939979993,0.9457159495991331,0.9141414141414141,0.07065750736015702,0.0009455032620941839
10.0,0.31454124377324033,0.9412307692307692,0.9429809936645549,0.9426522077804066,0.9090909090909091,0.07948969578017664,0.0009330127018922195
11.0,0.309553008886484,0.944,0.9479826608869624,0.9477674651050642,0.9222222222222223,0.07654563297350343,0.0009193352839727121
12.0,0.3108378456189082,0.9411538461538461,0.9483161053684561,0.9480485256902099,0.9171717171717172,0.07065750736015702,0.0009045084971874737
13.0,0.3047370568055373,0.946,0.9516505501833945,0.9514311947812534,0.9242424242424242,0.06771344455348381,0.0008885729807284855
14.0,0.29878498081060556,0.9471538461538461,0.94864954984995,0.9484176953279825,0.9212121212121213,0.07360157016683022,0.0008715724127386972
15.0,0.2968460783408238,0.948076923076923,0.9513171057019006,0.9509886551638346,0.9131313131313131,0.05789990186457311,0.0008535533905932739
16.0,0.29259305521158074,0.9498461538461539,0.952650883627876,0.9524163736437691,0.9222222222222223,0.06084396467124632,0.0008345653031794292
17.0,0.29089869462526763,0.9502307692307692,0.9529843281093698,0.9526947111292164,0.9181818181818182,0.058881256133464184,0.0008146601955249188
18.0,0.28820038164578954,0.9516923076923077,0.9529843281093698,0.9526076713820095,0.9090909090909091,0.04808635917566242,0.0007938926261462366
19.0,0.2836140689666455,0.9544615384615385,0.9539846615538513,0.9536458018911951,0.9141414141414141,0.052011776251226695,0.0007723195175075136
20.0,0.2877130941244272,0.95,0.9529843281093698,0.952741079340185,0.9222222222222223,0.06182531894013739,0.00075
21.0,0.28394385737639205,0.9543846153846154,0.9546515505168389,0.9544240004299086,0.9252525252525252,0.05986261040235525,0.0007269952498697733
22.0,0.28167442022837125,0.9537692307692308,0.9543181060353451,0.9539996451956624,0.9161616161616162,0.05299313052011776,0.0007033683215379002
23.0,0.2838956981622256,0.9543846153846154,0.9543181060353451,0.9540217312944822,0.9181818181818182,0.0549558390578999,0.0006791839747726503
24.0,0.27959528314150295,0.9564615384615385,0.9559853284428143,0.955735369725355,0.9222222222222223,0.05103042198233562,0.0006545084971874737
25.0,0.2801804228745974,0.9552307692307692,0.9573191063687896,0.9570368430037788,0.9202020202020202,0.04612365063788027,0.0006294095225512603
26.0,0.27709808430304894,0.9581538461538461,0.9569856618872957,0.9566571074017278,0.9161616161616162,0.045142296368989206,0.0006039558454088795
27.0,0.2755021526996906,0.9578461538461538,0.956652217405802,0.9564647839579963,0.9313131313131313,0.06084396467124632,0.0005782172325201154
28.0,0.2746453917209919,0.957,0.9556518839613204,0.9553993165394533,0.9232323232323232,0.0549558390578999,0.0005522642316338267
29.0,0.2726103025766519,0.9601538461538461,0.9573191063687896,0.9569987174988727,0.9171717171717172,0.04416094210009813,0.0005261679781214719
30.0,0.2708933935348804,0.9588461538461538,0.9579859953317773,0.9577686127401585,0.9282828282828283,0.05299313052011776,0.0005000000000000001
31.0,0.27015678998140186,0.9583076923076923,0.9579859953317773,0.9577637987743725,0.9282828282828283,0.053974484789008834,0.00047383202187852816
32.0,0.2702115701345297,0.9598461538461538,0.9589863287762588,0.9587722649895619,0.9292929292929293,0.05103042198233562,0.00044773576836617336
33.0,0.2685470219758841,0.9606153846153846,0.9593197732577526,0.9590808088578621,0.9262626262626262,0.04612365063788027,0.0004217827674798846
34.0,0.27038158867909357,0.9603846153846154,0.9586528842947649,0.9584890312493357,0.9343434343434344,0.05593719332679097,0.00039604415459112036
35.0,0.2704505191766299,0.9596153846153846,0.9573191063687896,0.956969018641651,0.9141414141414141,0.042198233562315994,0.00037059047744873974
36.0,0.2688332101381742,0.9607692307692308,0.9579859953317773,0.9577537992534868,0.9262626262626262,0.050049067713444556,0.0003454915028125264
37.0,0.2695539722442627,0.961076923076923,0.9589863287762588,0.9587224645617881,0.9242424242424242,0.047105004906771344,0.0003208160252273499
