name,accuracy
data_exfiltration,0.9977777777777778
video_streaming,0.996309963099631
file_download,0.9887218045112782
port_scan,0.9882629107981221
ddos_flood,0.9757281553398058
c2_beacon,0.9643652561247216
web_browsing,0.9588477366255144
brute_force,0.9376391982182628
ssh_interactive,0.9337979094076655
reverse_shell,0.9295154185022027
voip,0.9070631970260223
dns_query,0.88
