name,accuracy
data_exfiltration,0.9977777777777778
port_scan,0.9906103286384976
video_streaming,0.988929889298893
file_download,0.9849624060150376
ddos_flood,0.9733009708737864
c2_beacon,0.9732739420935412
brute_force,0.9487750556792873
web_browsing,0.9423868312757202
reverse_shell,0.9383259911894273
ssh_interactive,0.9372822299651568
voip,0.9256505576208178
dns_query,0.92
