name,accuracy
data_exfiltration,0.9911111111111112
port_scan,0.9741784037558685
video_streaming,0.974169741697417
file_download,0.9624060150375939
ssh_interactive,0.9581881533101045
ddos_flood,0.9441747572815534
c2_beacon,0.9265033407572383
voip,0.8921933085501859
web_browsing,0.8888888888888888
brute_force,0.8864142538975501
reverse_shell,0.8832599118942731
dns_query,0.08
