name,accuracy
data_exfiltration,0.9977777777777778
video_streaming,0.996309963099631
file_download,0.9924812030075187
port_scan,0.9859154929577465
ddos_flood,0.970873786407767
c2_beacon,0.9688195991091314
ssh_interactive,0.9616724738675958
web_browsing,0.9506172839506173
brute_force,0.9487750556792873
reverse_shell,0.9449339207048458
voip,0.9442379182156134
dns_query,0.88
