name,accuracy
data_exfiltration,0.9777777777777777
port_scan,0.9671361502347418
video_streaming,0.959409594095941
ssh_interactive,0.9581881533101045
file_download,0.9548872180451128
ddos_flood,0.9490291262135923
c2_beacon,0.9465478841870824
reverse_shell,0.9251101321585903
web_browsing,0.9176954732510288
voip,0.9144981412639405
brute_force,0.8864142538975501
dns_query,0.84
